Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2014-07-07,209.35,209.7,207.7,208.4,,1963.0,409435.0,,,
2014-07-04,211.1,211.55,209.65,210.05,,2097.0,441940.0,,,
2014-07-03,207.3,211.75,207.3,210.25,,7350.0,1544243.0,,,
2014-07-02,208.6,208.8,207.1,207.65,,2432.0,505738.0,,,
2014-07-01,208.25,208.95,206.15,208.75,,3000.0,623685.0,,,
2014-06-30,208.35,209.65,208.0,208.5,,3680.0,768042.0,,,
2014-06-27,208.2,209.8,207.25,208.85,,4131.0,863444.0,,,
2014-06-26,209.0,209.0,205.85,208.0,,4930.0,1022583.0,,,
2014-06-25,209.0,209.0,206.4,208.25,,2176.0,452221.0,,,
2014-06-24,207.95,209.5,207.95,208.75,,2786.0,581778.0,,,
2014-06-23,208.15,209.2,206.75,207.0,,3013.0,624951.0,,,
2014-06-20,208.4,210.35,207.7,209.5,,4813.0,1007775.0,,,
2014-06-19,210.5,210.5,208.95,209.65,,2615.0,548174.0,,,
2014-06-18,209.4,210.65,208.0,209.5,,6038.0,1263220.0,,,
2014-06-17,211.55,212.15,208.0,208.55,,4347.0,908492.0,,,
2014-06-16,209.5,211.45,208.35,210.5,,9303.0,1953028.0,,,
2014-06-13,210.55,210.8,207.75,208.45,,6524.0,1364870.0,,,
2014-06-12,210.2,210.65,209.05,209.5,,2763.0,579163.0,,,
2014-06-11,210.2,212.7,209.4,210.65,,7734.0,1632389.0,,,
2014-06-10,208.4,211.25,208.4,209.95,,3556.0,746455.0,,,
2014-06-09,209.3,211.05,208.25,209.3,,1684.0,352715.0,,,
2014-06-06,208.2,212.35,207.5,208.25,,6018.0,1259886.0,,,
2014-06-05,211.6,212.65,207.65,208.95,,5914.0,1240729.0,,,
2014-06-04,212.75,212.85,211.0,212.0,,3322.0,703846.0,,,
2014-06-03,212.85,213.25,210.9,212.0,,4050.0,858815.0,,,
2014-06-02,214.75,215.1,212.45,213.45,,1676.0,358001.0,,,
2014-05-30,214.65,214.65,213.35,214.0,,1825.0,390491.0,,,
2014-05-29,214.2,215.0,212.8,213.9,,2044.0,437124.0,,,
2014-05-28,213.95,214.1,211.8,213.2,,2807.0,597776.0,,,
2014-05-27,210.1,215.5,210.1,214.05,,3767.0,806263.0,,,
2014-05-26,210.9,213.05,210.8,211.85,,2513.0,532974.0,,,
2014-05-23,210.65,211.05,208.4,209.35,,3473.0,727485.0,,,
2014-05-22,210.0,212.7,209.2,210.0,,12854.0,2712644.0,,,
2014-05-21,211.9,212.25,210.85,210.85,,7234.0,1528418.0,,,
2014-05-20,213.0,213.35,211.1,211.5,,3445.0,729136.0,,,
2014-05-19,214.4,214.4,210.65,212.75,,3929.0,836165.0,,,
2014-05-16,213.05,214.9,211.6,214.0,,7394.0,1579058.0,,,
2014-05-15,213.95,215.0,211.75,212.1,,2842.0,605013.0,,,
2014-05-14,213.05,216.05,210.15,213.0,,7641.0,1635103.0,,,
2014-05-13,216.2,216.75,213.45,215.5,,6031.0,1301187.0,,,
2014-05-12,215.6,218.1,215.6,216.2,,6019.0,1304032.0,,,
2014-05-09,215.0,217.8,214.7,216.95,,6173.0,1335988.0,,,
2014-05-08,211.25,215.35,210.5,215.0,,4359.0,931297.0,,,
2014-05-07,212.45,214.15,208.3,210.75,,14987.0,3162207.0,,,
2014-05-06,214.35,214.35,211.25,212.25,,2334.0,495283.0,,,
2014-05-05,216.95,216.95,213.0,213.4,,2025.0,434010.0,,,
2014-05-02,213.05,216.7,212.1,215.35,,10285.0,2208486.0,,,
2014-04-30,211.0,212.8,208.6,212.8,,7932.0,1678192.0,,,
2014-04-29,212.2,212.2,209.75,210.45,,3280.0,690546.0,,,
2014-04-28,210.55,211.65,208.55,211.05,,4444.0,934935.0,,,
2014-04-25,208.25,209.6,207.7,209.6,,4130.0,861922.0,,,
2014-04-24,210.25,210.65,207.5,208.25,,3238.0,676853.0,,,
2014-04-23,208.85,209.2,206.7,209.15,,3545.0,738393.0,,,
2014-04-22,207.8,209.95,207.75,209.5,,4808.0,1005353.0,,,
2014-04-17,207.2,209.0,204.95,206.7,,5023.0,1037370.0,,,
2014-04-16,210.0,210.6,206.65,207.0,,4865.0,1011626.0,,,
2014-04-15,212.55,212.95,208.75,208.85,,4929.0,1037487.0,,,
2014-04-14,206.85,212.35,205.65,211.0,,13377.0,2790778.0,,,
2014-04-11,206.4,208.25,205.7,207.2,,3513.0,728175.0,,,
2014-04-10,208.3,211.5,208.3,208.85,,11670.0,2449177.0,,,
2014-04-09,206.6,209.4,206.6,207.5,,4548.0,945757.0,,,
2014-04-08,204.85,206.85,203.35,205.95,,6443.0,1322385.0,,,
2014-04-07,204.8,205.5,202.8,204.95,,6601.0,1349030.0,,,
2014-04-04,208.1,208.1,203.85,205.8,,5916.0,1214968.0,,,
2014-04-03,205.5,207.55,203.95,207.05,,4230.0,873374.0,,,
2014-04-02,205.3,205.8,204.0,205.0,,3930.0,804607.0,,,
2014-04-01,203.9,204.55,202.55,204.3,,6273.0,1278250.0,,,
2014-03-31,202.45,205.65,201.75,204.25,,8508.0,1737074.0,,,
2014-03-28,197.15,202.15,196.85,201.0,,7672.0,1539392.0,,,
2014-03-27,198.8,198.8,196.3,196.9,,5172.0,1020722.0,,,
2014-03-26,197.95,200.85,197.9,198.5,,8664.0,1724534.0,,,
2014-03-25,196.3,197.95,195.5,197.95,,6147.0,1209496.0,,,
2014-03-24,196.5,197.55,192.9,195.9,,10860.0,2119475.0,,,
2014-03-21,198.8,198.8,195.2,196.85,,5774.0,1136183.0,,,
2014-03-20,200.0,200.0,196.65,197.95,,11900.0,2357549.0,,,
2014-03-19,203.05,203.05,200.05,200.05,,8635.0,1733921.0,,,
2014-03-18,199.5,203.85,197.8,201.25,,8557.0,1720123.0,,,
2014-03-17,196.75,200.15,195.55,199.25,,7199.0,1428245.0,,,
2014-03-14,197.7,197.7,195.05,195.9,,10813.0,2116806.0,,,
2014-03-13,200.15,200.75,198.0,198.45,,8540.0,1703287.0,,,
2014-03-12,202.35,202.35,200.1,200.7,,6279.0,1260986.0,,,
2014-03-11,202.3,203.2,201.5,202.7,,4732.0,958546.0,,,
2014-03-10,201.6,203.7,201.0,202.35,,6447.0,1303406.0,,,
2014-03-07,206.35,207.0,201.5,204.0,,9034.0,1844075.0,,,
2014-03-06,205.0,207.8,203.6,206.0,,12466.0,2568180.0,,,
2014-03-05,205.0,206.0,201.65,204.5,,10967.0,2239205.0,,,
2014-03-04,200.1,205.6,200.1,204.9,,13703.0,2780994.0,,,
2014-03-03,204.0,204.0,201.55,201.9,,9964.0,2019366.0,,,
2014-02-28,206.6,206.95,205.0,205.3,,6480.0,1330203.0,,,
2014-02-27,207.0,207.25,205.0,206.2,,7450.0,1533972.0,,,
2014-02-26,207.05,207.1,205.05,205.5,,8879.0,1831790.0,,,
2014-02-25,207.05,209.15,205.2,205.95,,11282.0,2330955.0,,,
2014-02-24,206.6,210.0,206.0,207.25,,17801.0,3705693.0,,,
2014-02-21,200.6,211.9,200.6,207.0,,25516.0,5292172.0,,,
2014-02-20,207.7,207.7,199.2,203.0,,39281.0,7930551.0,,,
2014-02-19,210.0,210.95,206.05,208.0,,13902.0,2888972.0,,,
2014-02-18,215.0,215.0,211.1,211.85,,8084.0,1718062.0,,,
2014-02-17,212.0,214.3,212.0,214.3,,4754.0,1015461.0,,,
2014-02-14,211.5,214.75,211.15,213.55,,6760.0,1440402.0,,,
2014-02-13,206.0,211.65,206.0,210.55,,9655.0,2019236.0,,,
2014-02-12,212.95,215.2,211.2,212.45,,3343.0,712581.0,,,
2014-02-11,211.4,215.0,210.9,212.25,,6939.0,1475074.0,,,
2014-02-10,211.05,212.15,209.6,210.45,,4553.0,959728.0,,,
2014-02-07,208.2,212.05,206.75,210.6,,12856.0,2701389.0,,,
2014-02-06,205.4,207.3,203.35,207.3,,18409.0,3783549.0,,,
2014-02-05,208.1,210.2,206.6,208.25,,8903.0,1850868.0,,,
2014-02-04,208.2,209.0,206.2,207.75,,9133.0,1896483.0,,,
2014-02-03,210.95,212.2,209.05,209.85,,8613.0,1813196.0,,,
2014-01-31,212.95,214.15,210.45,210.95,,15195.0,3211929.0,,,
2014-01-30,217.35,218.7,209.2,212.45,,41090.0,8842703.0,,,
2014-01-29,226.7,228.1,222.6,223.9,,4998.0,1121464.0,,,
2014-01-28,224.6,227.0,224.55,227.0,,6888.0,1558660.0,,,
2014-01-27,227.0,228.85,223.4,225.1,,12393.0,2795733.0,,,
2014-01-24,228.5,228.5,225.3,226.3,,8290.0,1875876.0,,,
2014-01-23,229.1,231.0,228.6,229.0,,4907.0,1126782.0,,,
2014-01-22,230.25,230.55,227.7,228.75,,3805.0,869802.0,,,
2014-01-21,228.9,230.15,228.0,228.55,,6177.0,1415217.0,,,
2014-01-20,224.5,232.0,224.5,229.6,,21196.0,4854217.0,,,
2014-01-17,223.0,226.1,223.0,224.55,,9824.0,2201403.0,,,
2014-01-16,225.2,226.55,222.65,223.7,,8077.0,1808313.0,,,
2014-01-15,223.4,225.0,221.8,224.85,,5703.0,1276632.0,,,
2014-01-14,222.7,223.25,219.35,222.3,,5841.0,1295637.0,,,
2014-01-13,227.75,227.75,221.6,223.5,,7018.0,1567868.0,,,
2014-01-10,225.0,228.0,224.7,226.45,,8274.0,1873616.0,,,
2014-01-09,226.5,226.5,223.75,224.55,,5978.0,1345797.0,,,
2014-01-08,227.6,227.95,224.9,226.05,,10215.0,2310631.0,,,
2014-01-07,227.4,228.15,226.0,227.6,,5910.0,1342507.0,,,
2014-01-06,228.1,229.85,226.4,226.4,,8486.0,1932550.0,,,
2014-01-03,231.0,232.7,230.05,232.1,,4554.0,1055047.0,,,
2014-01-02,235.1,235.1,229.05,230.0,,7524.0,1741674.0,,,
2013-12-30,234.65,236.0,234.65,235.0,,1765.0,415069.0,,,
2013-12-27,234.45,237.05,232.65,235.15,,4750.0,1115126.0,,,
2013-12-23,236.0,236.55,232.65,234.2,,4806.0,1127081.0,,,
2013-12-20,238.85,239.2,233.95,235.7,,27993.0,6601027.0,,,
2013-12-19,233.2,242.5,232.25,239.5,,41748.0,9926543.0,,,
2013-12-18,228.4,235.5,228.0,232.9,,21513.0,4976302.0,,,
2013-12-17,226.25,232.0,225.9,228.0,,18748.0,4260729.0,,,
2013-12-16,224.5,228.8,224.5,227.1,,13107.0,2982192.0,,,
2013-12-13,226.45,227.8,225.95,226.2,,5957.0,1349284.0,,,
2013-12-12,228.3,230.3,226.25,227.05,,14804.0,3371860.0,,,
2013-12-11,230.3,231.45,229.3,229.55,,8373.0,1926869.0,,,
2013-12-10,231.2,232.1,229.2,229.95,,11130.0,2563006.0,,,
2013-12-09,233.0,233.75,231.7,232.3,,8595.0,1998723.0,,,
2013-12-06,232.4,233.6,231.9,232.8,,6233.0,1449801.0,,,
2013-12-05,231.75,233.5,231.4,231.65,,9661.0,2243471.0,,,
2013-12-04,232.3,237.05,231.65,231.65,,8858.0,2070494.0,,,
2013-12-03,239.1,239.4,231.8,231.8,,11000.0,2578391.0,,,
2013-12-02,235.0,239.95,235.0,239.95,,42027.0,10038913.0,,,
2013-11-29,234.65,234.65,232.0,234.6,,6386.0,1494370.0,,,
2013-11-28,230.25,234.15,229.55,234.15,,12091.0,2808135.0,,,
2013-11-27,228.0,231.0,226.2,231.0,,5034.0,1154046.0,,,
2013-11-26,229.05,230.7,227.4,227.55,,11736.0,2688606.0,,,
2013-11-25,226.75,230.4,226.75,230.0,,7643.0,1754550.0,,,
2013-11-22,227.65,228.3,226.05,226.75,,2886.0,655646.0,,,
2013-11-21,228.85,228.85,226.15,226.4,,11429.0,2596935.0,,,
2013-11-20,226.4,231.0,226.4,230.45,,15869.0,3632268.0,,,
2013-11-19,223.0,229.85,223.0,226.6,,29102.0,6579797.0,,,
2013-11-18,221.5,225.25,219.7,223.0,,23636.0,5269372.0,,,
2013-11-15,223.1,225.35,221.05,221.8,,20493.0,4560111.0,,,
2013-11-14,219.1,233.2,217.15,222.0,,41240.0,9275816.0,,,
2013-11-13,218.1,218.15,215.0,217.35,,10350.0,2241912.0,,,
2013-11-12,219.85,219.85,218.0,218.5,,2961.0,646728.0,,,
2013-11-11,219.0,221.0,217.7,218.65,,5869.0,1283110.0,,,
2013-11-08,216.0,221.55,216.0,220.6,,25054.0,5491589.0,,,
2013-11-07,220.0,229.55,220.0,223.3,,17981.0,4011558.0,,,
2013-11-06,220.55,222.35,220.55,220.6,,4561.0,1009536.0,,,
2013-11-05,220.55,221.15,219.55,220.0,,11784.0,2598378.0,,,
2013-11-04,220.8,222.25,219.5,220.0,,7630.0,1682449.0,,,
2013-11-01,219.1,220.75,217.95,220.55,,6904.0,1516690.0,,,
2013-10-31,219.85,220.65,218.15,219.45,,6400.0,1403130.0,,,
2013-10-30,220.35,221.7,219.0,219.75,,9463.0,2082882.0,,,
2013-10-29,221.5,222.55,219.1,220.75,,5396.0,1190158.0,,,
2013-10-28,219.7,221.5,216.65,221.0,,14184.0,3113939.0,,,
2013-10-25,219.8,220.2,216.7,220.15,,14584.0,3190822.0,,,
2013-10-24,220.0,220.8,219.55,219.9,,6912.0,1520702.0,,,
2013-10-23,221.05,222.0,219.0,220.45,,13751.0,3032219.0,,,
2013-10-22,223.95,225.0,220.95,222.45,,14930.0,3319344.0,,,
2013-10-21,223.5,224.7,221.9,223.7,,9699.0,2166346.0,,,
2013-10-18,226.1,227.4,223.2,224.85,,10458.0,2349754.0,,,
2013-10-17,224.05,229.0,222.1,227.5,,25840.0,5829895.0,,,
2013-10-16,225.4,225.85,221.4,224.6,,11677.0,2612288.0,,,
2013-10-15,225.8,229.0,224.45,226.4,,9288.0,2099951.0,,,
2013-10-14,226.0,226.7,223.35,225.45,,4063.0,914398.0,,,
2013-10-11,224.5,228.15,224.0,226.5,,8733.0,1973610.0,,,
2013-10-10,220.7,225.05,220.7,224.5,,9081.0,2032605.0,,,
2013-10-09,222.2,223.7,220.1,220.5,,10343.0,2290274.0,,,
2013-10-08,223.25,224.8,222.85,222.85,,5510.0,1231000.0,,,
2013-10-07,223.75,224.55,222.0,223.95,,9957.0,2223926.0,,,
2013-10-04,223.55,224.0,222.0,223.75,,9690.0,2162416.0,,,
2013-10-03,225.0,225.0,220.8,222.0,,10832.0,2402253.0,,,
2013-10-02,225.1,225.15,222.45,223.9,,9174.0,2052503.0,,,
2013-10-01,221.75,225.3,220.75,225.3,,9984.0,2230993.0,,,
2013-09-30,222.9,222.9,220.7,222.15,,11961.0,2651683.0,,,
2013-09-27,223.0,228.0,215.95,224.55,,35190.0,7822995.0,,,
2013-09-26,219.85,221.85,219.05,221.85,,7842.0,1731641.0,,,
2013-09-25,220.45,221.7,217.95,220.1,,9004.0,1975599.0,,,
2013-09-24,224.9,224.9,219.8,220.3,,6625.0,1462357.0,,,
2013-09-23,220.45,225.05,219.2,225.05,,17494.0,3906824.0,,,
2013-09-20,217.2,222.0,216.7,222.0,,63142.0,13950821.0,,,
2013-09-19,218.4,220.0,216.75,218.15,,22032.0,4797960.0,,,
2013-09-18,217.9,218.2,215.55,216.85,,6716.0,1454477.0,,,
2013-09-17,216.9,218.0,216.6,217.65,,13527.0,2938687.0,,,
2013-09-16,220.0,221.4,217.25,217.25,,15198.0,3327350.0,,,
2013-09-13,223.2,223.2,218.3,219.2,,7052.0,1550686.0,,,
2013-09-12,222.4,223.65,221.0,222.8,,5518.0,1225452.0,,,
2013-09-11,223.3,223.3,220.45,222.4,,7017.0,1555510.0,,,
2013-09-10,220.95,226.0,220.85,223.5,,11475.0,2565968.0,,,
2013-09-09,218.35,220.75,218.0,219.9,,5556.0,1218019.0,,,
2013-09-06,217.2,218.15,215.25,218.15,,7994.0,1732392.0,,,
2013-09-05,219.0,219.25,216.4,217.5,,13832.0,3007091.0,,,
2013-09-04,216.3,217.0,214.7,217.0,,14186.0,3064801.0,,,
2013-09-03,217.35,217.85,215.85,216.25,,8430.0,1826653.0,,,
2013-09-02,216.3,218.75,216.3,217.45,,9663.0,2103091.0,,,
2013-08-30,216.65,218.45,214.5,215.05,,8376.0,1811469.0,,,
2013-08-29,216.0,218.65,214.7,217.4,,16468.0,3575768.0,,,
2013-08-28,218.15,219.1,214.95,216.4,,12501.0,2708438.0,,,
2013-08-27,226.5,226.55,219.65,221.65,,15585.0,3454103.0,,,
2013-08-26,228.3,228.35,226.45,226.5,,2753.0,624798.0,,,
2013-08-23,228.0,228.25,227.15,228.0,,3797.0,865314.0,,,
2013-08-22,225.55,228.4,225.55,228.0,,3848.0,875917.0,,,
2013-08-21,226.35,226.35,225.1,225.25,,3443.0,776627.0,,,
2013-08-20,229.35,229.35,223.7,226.35,,11309.0,2553794.0,,,
2013-08-19,230.0,231.1,228.0,230.75,,5600.0,1285965.0,,,
2013-08-16,225.0,231.25,224.45,230.95,,13949.0,3198240.0,,,
2013-08-15,227.4,227.4,224.95,225.0,,5554.0,1252178.0,,,
2013-08-14,223.3,229.0,223.3,227.45,,8640.0,1962287.0,,,
2013-08-13,224.25,225.4,223.75,225.0,,5661.0,1270919.0,,,
2013-08-12,220.55,223.55,219.7,223.55,,4807.0,1068584.0,,,
2013-08-09,223.0,223.55,219.6,220.25,,11283.0,2493901.0,,,
2013-08-08,220.0,227.25,220.0,222.8,,12081.0,2689083.0,,,
2013-08-07,222.5,223.8,220.85,223.0,,10243.0,2279610.0,,,
2013-08-06,221.0,222.45,219.95,221.65,,7856.0,1739479.0,,,
2013-08-05,215.35,222.5,214.95,221.1,,9624.0,2108237.0,,,
2013-08-02,213.05,215.25,213.05,213.75,,4350.0,930983.0,,,
2013-08-01,210.45,215.55,209.7,213.4,,8872.0,1899835.0,,,
2013-07-31,210.35,211.3,210.35,210.35,,6538.0,1376568.0,,,
2013-07-30,206.0,212.25,205.35,211.1,,7828.0,1650284.0,,,
2013-07-29,210.0,211.6,208.25,210.1,,7998.0,1676956.0,,,
2013-07-26,213.0,214.0,208.3,209.5,,12236.0,2583454.0,,,
2013-07-25,213.5,214.3,211.25,211.6,,12881.0,2737877.0,,,
2013-07-24,213.9,218.35,208.75,213.5,,25762.0,5465822.0,,,
2013-07-23,219.05,219.5,215.8,217.0,,4083.0,886844.0,,,
2013-07-22,220.15,221.7,219.0,219.0,,6379.0,1404023.0,,,
2013-07-19,220.5,221.35,219.6,219.7,,4191.0,922621.0,,,
2013-07-18,220.2,221.65,219.3,221.05,,6047.0,1336770.0,,,
2013-07-17,219.55,222.45,218.15,220.3,,4350.0,956999.0,,,
2013-07-16,220.7,221.35,219.15,219.3,,4043.0,890043.0,,,
2013-07-15,219.7,220.35,219.0,220.0,,5179.0,1137992.0,,,
2013-07-12,220.35,221.8,215.2,219.2,,7521.0,1645614.0,,,
2013-07-11,224.55,226.6,218.55,219.55,,9817.0,2172970.0,,,
2013-07-10,225.6,226.05,223.6,225.4,,6115.0,1376561.0,,,
2013-07-09,224.25,227.0,223.65,224.75,,7318.0,1651096.0,,,
2013-07-08,222.7,225.0,222.7,224.1,,8632.0,1934625.0,,,
2013-07-05,220.4,222.9,219.95,221.65,,16414.0,3636722.0,,,
2013-07-04,217.7,221.2,217.7,220.8,,8600.0,1892554.0,,,
2013-07-03,215.95,217.05,213.5,216.55,,10051.0,2169089.0,,,
2013-07-02,218.5,219.0,216.55,217.0,,10608.0,2305193.0,,,
2013-07-01,217.0,220.35,217.0,218.5,,9084.0,1987642.0,,,
2013-06-28,217.9,219.5,215.65,216.25,,7550.0,1637951.0,,,
2013-06-27,218.5,220.0,215.6,217.5,,14880.0,3237644.0,,,
2013-06-26,217.0,219.35,216.55,218.2,,8252.0,1800766.0,,,
2013-06-25,214.25,217.65,213.75,216.7,,4881.0,1052496.0,,,
2013-06-24,216.45,216.95,213.0,213.0,,9468.0,2033147.0,,,
2013-06-21,219.05,221.3,215.6,215.6,,13121.0,2855158.0,,,
2013-06-20,223.1,223.1,217.15,219.35,,9865.0,2161188.0,,,
2013-06-19,224.55,225.5,222.0,225.0,,12828.0,2876542.0,,,
2013-06-18,227.0,229.1,225.0,225.75,,7077.0,1607530.0,,,
2013-06-17,221.35,228.15,221.35,226.45,,9117.0,2061545.0,,,
2013-06-14,221.5,223.95,220.5,220.5,,21126.0,4694203.0,,,
2013-06-13,217.0,220.25,213.1,220.05,,8575.0,1863343.0,,,
2013-06-12,220.9,221.35,217.05,217.15,,6956.0,1518095.0,,,
2013-06-11,220.75,222.45,219.45,220.8,,5027.0,1110160.0,,,
2013-06-10,221.4,224.4,221.4,222.4,,5190.0,1158751.0,,,
2013-06-07,221.55,223.5,219.75,221.7,,6133.0,1357753.0,,,
2013-06-06,218.25,222.65,217.75,220.15,,15558.0,3434249.0,,,
2013-06-05,217.75,219.3,216.5,218.25,,6475.0,1412224.0,,,
2013-06-04,219.5,221.55,218.85,220.0,,8693.0,1912284.0,,,
2013-06-03,223.65,223.75,219.4,219.9,,8036.0,1777278.0,,,
2013-05-31,223.75,224.6,222.25,223.25,,7008.0,1566090.0,,,
2013-05-30,220.1,224.95,220.1,223.5,,6995.0,1558135.0,,,
2013-05-29,228.7,228.7,221.55,223.05,,4965.0,1108161.0,,,
2013-05-28,223.0,230.0,223.0,228.65,,13724.0,3135046.0,,,
2013-05-27,224.15,224.85,221.65,222.4,,7103.0,1581924.0,,,
2013-05-24,225.5,226.45,222.25,222.25,,10038.0,2241541.0,,,
2013-05-23,227.0,228.15,222.8,226.45,,16973.0,3831163.0,,,
2013-05-22,232.05,232.05,227.35,229.15,,13642.0,3117797.0,,,
2013-05-21,230.0,230.25,227.2,229.0,,6702.0,1530230.0,,,
2013-05-20,229.45,230.9,228.9,229.7,,4324.0,992514.0,,,
2013-05-17,232.6,232.6,228.45,229.1,,9708.0,2229250.0,,,
2013-05-16,227.3,232.95,227.3,231.9,,17810.0,4104165.0,,,
2013-05-15,226.8,228.65,226.0,227.5,,19674.0,4470831.0,,,
2013-05-14,225.0,233.7,224.5,229.5,,37245.0,8497921.0,,,
2013-05-13,238.85,239.55,232.65,232.65,,12741.0,2985355.0,,,
2013-05-10,237.5,241.9,237.45,240.85,,7767.0,1862984.0,,,
2013-05-09,239.3,239.3,234.8,237.3,,6729.0,1593498.0,,,
2013-05-08,239.0,240.85,238.4,239.0,,6174.0,1476276.0,,,
2013-05-07,237.5,241.4,236.25,240.45,,8176.0,1957110.0,,,
2013-05-06,239.35,239.35,234.7,237.6,,3208.0,758320.0,,,
2013-05-03,237.0,239.85,235.9,237.65,,5586.0,1327077.0,,,
2013-05-02,236.45,238.55,233.4,235.45,,7203.0,1698912.0,,,
2013-04-30,233.1,237.7,233.1,235.2,,8954.0,2108632.0,,,
2013-04-29,230.05,234.4,229.5,233.95,,7045.0,1638015.0,,,
2013-04-26,231.0,232.2,229.6,230.3,,8287.0,1909588.0,,,
2013-04-25,232.95,234.25,231.05,231.8,,4304.0,999396.0,,,
2013-04-24,233.2,234.45,232.25,233.05,,5643.0,1316225.0,,,
2013-04-23,230.2,233.7,230.2,233.5,,10481.0,2439221.0,,,
2013-04-22,228.8,231.55,227.9,230.45,,8808.0,2024687.0,,,
2013-04-19,226.3,229.0,226.3,228.0,,13807.0,3148693.0,,,
2013-04-18,228.95,230.45,225.3,226.65,,16612.0,3771744.0,,,
2013-04-17,230.0,231.05,226.1,227.85,,18342.0,4184892.0,,,
2013-04-16,231.6,233.6,228.75,229.75,,10152.0,2335427.0,,,
2013-04-15,234.7,235.0,230.65,232.5,,9355.0,2174092.0,,,
2013-04-12,234.75,237.2,232.4,234.4,,6190.0,1449399.0,,,
2013-04-11,232.45,237.15,232.45,236.25,,7582.0,1788441.0,,,
2013-04-10,231.55,234.45,231.4,232.9,,7866.0,1832793.0,,,
2013-04-09,234.7,234.7,227.25,230.85,,8983.0,2070034.0,,,
2013-04-08,233.0,235.95,232.65,233.15,,9552.0,2231561.0,,,
2013-04-05,238.65,238.95,230.4,231.9,,15447.0,3585824.0,,,
2013-04-04,242.65,242.65,237.35,238.65,,6392.0,1526337.0,,,
2013-04-03,244.25,244.9,241.35,242.55,,5401.0,1313424.0,,,
2013-04-02,242.3,245.15,240.65,243.85,,6634.0,1612319.0,,,
2013-03-28,244.2,245.1,242.0,243.5,,9484.0,2308757.0,,,
2013-03-27,245.75,248.95,243.55,243.6,,11514.0,2827989.0,,,
2013-03-26,242.65,246.25,242.65,246.25,,7449.0,1827388.0,,,
2013-03-25,245.15,245.55,242.05,243.65,,12170.0,2967221.0,,,
2013-03-22,242.9,245.35,242.4,244.15,,8231.0,2008241.0,,,
2013-03-21,244.45,245.7,240.95,242.4,,6590.0,1599067.0,,,
2013-03-20,243.7,249.4,242.25,245.15,,13338.0,3261482.0,,,
2013-03-19,243.9,244.95,240.75,243.5,,13929.0,3386290.0,,,
2013-03-18,242.25,245.0,242.0,244.35,,15502.0,3780673.0,,,
2013-03-15,237.9,246.95,235.2,246.95,,45175.0,11009152.0,,,
2013-03-14,236.7,239.4,236.15,237.9,,14408.0,3428889.0,,,
2013-03-13,235.8,238.2,235.3,236.7,,7389.0,1749078.0,,,
2013-03-12,237.4,237.4,233.25,236.1,,7321.0,1722648.0,,,
2013-03-11,237.25,238.15,235.3,237.0,,6440.0,1525539.0,,,
2013-03-08,238.85,242.75,234.8,236.9,,8575.0,2037329.0,,,
2013-03-07,231.35,238.0,230.95,237.25,,21309.0,5006433.0,,,
2013-03-06,232.15,233.0,231.15,231.5,,4317.0,1001995.0,,,
2013-03-05,232.0,234.55,230.45,232.15,,10765.0,2498419.0,,,
2013-03-04,236.4,236.4,230.45,231.85,,11581.0,2696480.0,,,
2013-03-01,233.6,237.5,233.6,236.5,,14628.0,3451420.0,,,
2013-02-28,230.85,234.75,230.85,233.4,,7890.0,1841833.0,,,
2013-02-27,230.7,232.5,229.5,231.5,,5915.0,1364275.0,,,
2013-02-26,230.0,232.05,227.5,230.25,,10341.0,2379453.0,,,
2013-02-25,230.65,235.2,229.45,230.9,,15169.0,3525216.0,,,
2013-02-22,229.4,230.3,227.8,230.25,,7449.0,1709478.0,,,
2013-02-21,228.25,229.45,226.5,229.4,,8063.0,1840676.0,,,
2013-02-20,234.5,235.15,227.15,229.8,,13455.0,3096963.0,,,
2013-02-19,231.3,235.5,231.3,235.0,,9352.0,2191057.0,,,
2013-02-18,234.5,234.8,229.1,231.8,,16698.0,3854228.0,,,
2013-02-15,231.5,234.8,220.65,234.05,,42685.0,9754212.0,,,
2013-02-14,233.3,236.75,225.1,232.25,,17183.0,4002640.0,,,
2013-02-13,230.05,233.3,228.3,231.55,,12149.0,2809529.0,,,
2013-02-12,229.75,232.3,229.4,231.85,,4629.0,1070571.0,,,
2013-02-11,231.0,231.2,227.5,230.75,,4782.0,1098301.0,,,
2013-02-08,229.0,231.8,228.75,229.35,,6464.0,1484614.0,,,
2013-02-07,231.15,231.35,225.9,229.0,,11816.0,2698518.0,,,
2013-02-06,231.45,234.4,230.0,230.85,,5652.0,1307248.0,,,
2013-02-05,230.3,231.5,228.55,230.8,,4705.0,1083747.0,,,
2013-02-04,234.0,234.0,230.45,231.25,,5840.0,1356654.0,,,
2013-02-01,233.9,236.8,233.7,234.5,,8758.0,2059492.0,,,
2013-01-31,234.0,235.55,230.55,232.8,,16797.0,3916541.0,,,
2013-01-30,235.95,235.95,233.25,234.45,,6024.0,1412152.0,,,
2013-01-29,235.5,237.5,234.55,235.15,,7438.0,1754068.0,,,
2013-01-28,237.15,237.3,232.25,235.0,,3827.0,900131.0,,,
2013-01-25,238.0,238.4,234.8,237.9,,11241.0,2663100.0,,,
2013-01-24,237.9,239.0,235.2,238.0,,6885.0,1630472.0,,,
2013-01-23,237.3,238.4,234.3,236.9,,8595.0,2038122.0,,,
